no_of_locations,no_of_conditions,enrollment,no_of_arms,adverseEventDataAvailable,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length,no_of_interventions,no_of_types_of_interventions
63,4,352,4,0,18,70,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2260,6,2
1,4,152,4,0,18,64,-1,2,8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1374,4,1
1,3,20,2,0,18,55,-1,10,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,17,2,1
1,3,44,2,0,45,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,994,2,1
1,2,130,2,0,18,70,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2577,2,1
3,1,24,2,0,18,65,-1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,861,2,1
1,1,34,4,0,18,65,-1,1,14,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1009,4,2
1,2,57,2,0,18,55,-1,1,16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,4,2,2
4,1,66,2,0,18,75,-1,1,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,757,2,2
21,1,187,2,0,20,69,-1,1,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,622,2,1
1,3,136,2,0,40,80,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,12,1,1
1,1,15,2,0,18,65,-1,1,17,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,430,2,1
1,2,20,2,0,21,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4068,2,1
1,1,226,2,0,19,75,-1,1,17,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1279,2,1
1,2,60,2,0,25,65,-1,5,7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,563,2,1
8,1,200,2,0,18,65,-1,1,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1006,2,1
34,1,141,2,0,6,35,-1,1,21,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3063,2,1
1,5,50,2,0,18,69,-1,11,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1231,2,1
1,1,12,2,0,12,18,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,449,2,1
1,1,17,2,0,12,18,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1074,1,1
2,1,104,12,0,18,65,-1,1,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,489,15,1
8,3,112,2,0,25,70,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2324,2,1
1,1,18,2,0,18,65,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,99,2,1
18,2,154,2,0,18,75,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1132,2,2
1,1,620,2,0,18,75,-1,1,14,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1104,2,2
1,1,49,2,0,20,65,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,16,2,2
1,5,105,5,0,20,90,-1,1,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,2461,3,1
1,2,104,2,0,18,60,-1,1,14,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,811,3,2
5,2,76,2,0,18,70,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1735,2,1
4,2,142,5,0,18,75,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,455,2,1
1,2,50,2,0,30,65,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1482,2,1
1,2,14,2,0,40,80,-1,1,9,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,932,2,1
1,3,77,2,0,35,75,-1,1,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1898,2,1
1,2,61,3,0,30,75,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,209,3,1
1,4,40,2,0,18,80,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1828,2,1
1,1,15,2,0,40,70,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,2,1
1,4,150,2,0,20,70,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,140,2,1
1,2,84,2,0,30,75,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1326,2,1
1,3,18,2,0,35,70,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,183,2,1
3,2,91,2,0,20,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1
1,1,84,4,0,20,75,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1138,4,1
1,1,100,6,0,18,70,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1084,2,1
2,1,16,2,0,18,74,-1,10,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,618,2,2
2,2,63,2,0,30,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3155,2,1
1,3,70,2,0,18,60,-1,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,345,2,1
14,1,100,5,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1929,5,1
1,2,45,2,0,18,80,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1572,1,1
1,1,73,2,0,40,80,-1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,874,2,1
1,1,8,2,0,18,85,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,729,1,1
77,1,236,7,0,18,75,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,923,8,1
1,3,120,2,0,18,70,-1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,633,2,1
1,1,12,4,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,6421,4,1
2,2,66,2,0,55,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,816,1,1
23,1,204,2,0,40,75,-1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,423,2,1
1,1,44,2,0,18,64,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2039,7,1
2,3,120,2,0,40,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,714,2,1
1,1,30,1,0,40,80,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1161,1,1
9,2,88,11,0,18,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,723,3,1
1,1,9,2,0,18,60,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1191,1,1
3,2,36,2,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,525,2,1
1,1,27,2,0,19,55,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,89,2,1
1,3,38,2,0,18,80,-1,1,15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2705,3,1
1,1,36,3,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,251,1,1
7,3,63,2,0,18,75,-1,1,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,630,2,1
1,1,458,2,0,45,85,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2350,2,1
1,3,50,2,0,35,80,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,790,2,1
2,1,40,5,0,18,70,-1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,412,2,1
1,4,10,2,0,30,60,-1,1,9,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,147,2,1
1,1,8,2,0,30,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,12,2,1
1,2,58,2,0,18,75,-1,4,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,957,2,1
2,2,90,2,0,20,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1595,2,1
1,1,150,1,0,18,90,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,857,1,1
1,2,70,2,0,40,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,7,1,1
1,5,51,2,0,19,74,-1,11,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,792,2,1
1,4,192,3,0,35,85,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,538,1,1
2,2,22,4,0,18,65,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,449,2,1
1,1,111,2,0,18,60,-1,3,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,623,1,1
1,1,64,2,0,30,75,-1,1,18,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1315,2,1
1,5,39,4,0,18,75,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,323,2,1
1,1,60,2,0,20,70,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2,1
1,2,22,3,0,30,70,-1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,309,3,3
1,4,20,2,0,18,60,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1902,2,1
1,1,44,2,0,20,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,308,2,1
1,1,41,2,0,18,74,-1,7,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1507,4,1
1,2,34,2,0,18,75,-1,1,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1933,3,1
1,1,84,2,0,18,55,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,833,2,2
1,4,22,2,0,18,75,-1,2,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1471,2,2
6,6,66,2,0,35,75,-1,1,36,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1512,2,1
1,3,98,2,0,40,70,-1,1,15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2351,2,1
1,3,12,2,0,10,50,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,978,1,1
1,3,10,1,0,18,55,-1,4,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,203,1,1
1,3,50,2,0,45,65,-1,1,8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,838,2,1
1,1,58,4,0,19,45,-1,6,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,4,1
3,5,29,2,0,6,18,-1,1,12,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1495,2,1
1,3,40,2,0,19,50,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1519,1,1
1,1,60,2,0,20,75,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,575,2,1
1,3,167,2,0,18,75,-1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,797,1,1
1,1,132,2,0,19,75,-1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,885,2,1
1,3,222,3,0,7,11,-1,4,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3533,1,1
1,1,47,3,0,18,70,-1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1
1,1,12,4,0,18,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,394,4,1
1,4,1020,5,0,5,65,-1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4388,1,1
1,3,66,2,0,40,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,799,1,1
1,1,60,2,0,30,70,-1,1,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,968,2,1
2,1,54,3,0,18,64,-1,1,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1507,4,1
1,7,40,2,0,18,80,-1,1,21,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1389,1,1
1,1,40,2,0,30,70,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1588,1,1
1,1,40,2,0,35,50,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,7,2,2
1,1,12,2,0,18,65,-1,1,8,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,318,1,1
1,1,16,2,0,19,70,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,294,2,1
1,2,216,2,0,18,65,-1,1,12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1610,2,1
1,1,137,2,0,19,29,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1429,2,1
1,4,50,2,0,30,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,2,1
2,3,384,2,0,18,55,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1022,8,1
1,1,100,4,0,40,60,-1,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,364,4,1
1,1,32,3,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,290,3,1
1,3,40,2,0,40,65,-1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1
1,1,80,2,0,18,60,-1,1,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,179,2,1
1,2,102,2,0,20,75,-1,1,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1753,2,1
1,4,160,2,0,40,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,290,2,1
1,2,18,2,0,30,85,-1,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,878,2,1
3,5,55,2,0,35,80,-1,7,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3729,2,1
1,1,437,2,0,18,65,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,310,2,2
1,1,25,2,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3816,2,2
1,1,180,3,0,18,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,379,3,1
1,7,16,2,0,18,65,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,408,2,1
1,1,16,2,0,20,75,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,21,2,1
1,4,97,2,0,26,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,12,2,2
1,6,17,2,0,40,70,-1,4,13,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,913,2,1
1,3,104,2,0,45,65,-1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,1
43,1,67,3,0,18,75,-1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,777,3,1
27,1,152,2,0,18,79,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1486,2,1
1,1,100,2,0,30,80,-1,1,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1090,2,1
1,1,179,2,0,18,75,-1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1480,2,2
1,3,31,2,0,18,85,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,251,1,1
5,3,58,4,0,18,75,-1,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1266,4,1
2,3,7,2,0,25,50,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1244,1,1
5,1,155,3,0,18,80,-1,2,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,4713,3,1
1,2,87,3,0,17,80,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,12,3,1
1,2,240,2,0,18,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3163,2,1
1,2,82,2,0,40,70,-1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,1
1,14,51,3,0,19,75,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2279,3,1
50,1,49,3,0,18,75,-1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,777,3,1
1,1,1113,2,0,45,70,-1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1884,2,1
1,1,1130,2,0,30,79,-1,1,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,6874,2,1
1,10,90,3,0,20,70,-1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,953,2,1
1,4,94,4,0,21,70,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,698,3,1
1,1,59,2,0,38,76,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,5,2,1
1,1,52,2,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1961,2,2
1,2,10,2,0,35,60,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1009,2,1
15,2,1777,3,0,18,75,-1,1,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1829,3,1
1,1,26,2,0,30,60,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1
3,1,184,3,0,18,65,-1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1553,3,2
1,1,36,1,0,30,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3529,1,1
1,2,15,2,0,18,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1269,2,1
1,4,40,2,0,35,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,560,2,1
1,1,23,3,0,55,75,-1,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1208,3,1
70,1,482,2,0,18,75,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1345,2,1
16,1,126,3,0,20,80,-1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1643,3,1
1,1,22,3,0,18,45,-1,3,10,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,190,3,2
1,2,40,2,0,40,70,-1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,2207,2,1
1,1,120,4,0,40,60,-1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,5,2,1
1,2,174,2,0,12,17,-1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3030,2,1
54,2,252,5,0,18,65,-1,2,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1858,5,1
6,1,100,2,0,30,70,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2182,2,1
12,1,20,2,0,18,85,-1,1,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1141,2,1
1,1,1429,2,0,40,70,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,12,2,1
1,1,2,3,0,18,55,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,119,4,1
7,1,34,3,0,18,65,-1,42,17,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,602,2,1
1,1,12,3,0,18,80,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2478,1,1
1,1,52,3,0,18,55,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,195,4,1
1,1,18,2,0,18,55,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,703,1,1
1,2,8,2,0,23,60,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,937,1,1
1,1,47,3,0,18,55,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,186,4,1
1,1,24,2,0,18,55,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,177,1,1
1,1,50,2,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,712,3,1
1,1,192,6,0,40,70,-1,6,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,940,2,1
1,1,12,4,0,18,55,-1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,55,4,1
1,2,73,9,0,18,55,-1,1,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,764,2,1
1,1,75,3,0,30,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1462,3,1
