no_of_locations,no_of_conditions,enrollment,no_of_arms,adverseEventDataAvailable,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length,no_of_interventions,no_of_types_of_interventions
1,3,84,1,0,18,55,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,406,3,1
6,2,31,2,0,18,80,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,548,2,1
1,2,25,2,0,18,75,-1,1,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1503,2,2
112,1,386,6,0,18,80,-1,1,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2826,6,1
1,3,48,2,0,20,55,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,175,2,1
1,3,44,4,0,20,55,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1426,2,1
3,2,48,3,0,40,75,-1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,3,3,1
1,3,25,2,0,18,65,-1,5,11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,14,2,1
1,2,30,2,0,35,70,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1065,2,1
6,3,56,2,0,18,85,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1609,1,1
87,2,75,2,0,18,85,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4447,2,1
90,2,349,2,0,18,85,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4453,2,1
4,3,226,2,0,20,80,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,2,1
1,3,170,2,0,18,64,-1,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,338,4,1
1,3,45,2,0,18,50,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1631,2,1
1,3,83,2,0,18,55,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1113,6,1
1,3,161,8,0,18,55,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1786,8,1
1,2,13,2,0,40,65,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,508,3,1
4,3,71,2,0,18,85,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1587,1,1
1,3,101,3,0,18,50,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,854,4,1
1,3,96,4,0,18,60,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1505,3,1
1,2,104,2,0,30,75,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,148,1,1
1,3,30,3,0,18,59,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,4,3
1,2,24,2,0,18,65,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1822,2,1
1,2,26,2,0,18,65,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,1
1,4,10,1,0,18,55,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1358,1,1
4,3,110,2,0,18,70,-1,4,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,291,2,1
21,2,200,2,0,30,95,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,837,2,2
4,3,23,4,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1653,4,1
1,1,90,2,0,18,64,-1,2,8,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1114,2,1
1,2,64,2,0,21,80,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,717,2,1
1,1,40,3,0,18,65,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1103,2,1
2,2,74,2,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1
1,2,30,5,0,18,75,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,560,5,1
17,1,91,2,0,30,75,-1,1,12,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,630,2,1
1,3,124,2,0,30,75,-1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,9,2,1
9,1,612,3,0,40,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4431,3,1
1,2,15,1,0,20,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1016,1,1
1,2,500,2,0,18,70,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,2
1,2,16,2,0,35,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,379,2,1
1,3,34,2,0,35,80,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,454,1,1
23,2,188,5,0,18,70,-1,3,13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,653,2,1
65,2,247,5,0,18,79,-1,1,20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,630,5,1
20,3,91,2,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1992,2,2
31,3,170,2,0,18,80,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4462,2,2
15,3,110,2,0,18,70,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2161,2,2
1,2,25,2,0,40,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,729,2,1
1,2,76,2,0,20,65,-1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2171,2,1
1,2,68,2,0,18,65,-1,2,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,736,1,1
1,2,32,2,0,18,55,-1,1,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1829,2,1
2,2,30,2,0,50,85,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1268,2,1
1,4,54,2,0,18,75,-1,2,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,780,2,1
1,2,120,3,0,13,19,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1651,1,1
1,2,150,3,0,35,65,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1015,3,3
48,1,200,2,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,647,2,1
1,1,100,3,0,35,60,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
29,2,300,3,0,35,70,-1,1,6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,4697,3,1
1,2,40,2,0,25,35,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,678,2,1
19,1,4373,2,0,35,75,-1,1,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2362,2,1
1,3,68,2,0,18,65,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,6,1,1
1,2,66,2,0,18,80,-1,1,13,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1001,2,1
1,2,20,2,0,25,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1257,2,1
1,3,440,2,0,50,65,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,293,2,1
9,1,40,2,0,30,80,-1,1,24,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,691,2,1
83,2,332,3,0,18,75,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,4342,3,1
1,1,40,3,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3444,4,1
1,1,27,3,0,18,64,-1,6,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,193,3,1
1,1,16,2,0,18,70,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,592,2,1
1,2,120,2,0,45,80,-1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2324,2,1
1,2,16,2,0,18,80,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,567,1,1
1,2,22,2,0,30,70,-1,2,8,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,824,2,1
2,2,62,2,0,18,80,-1,1,13,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1832,3,1
1,1,30,2,0,18,70,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,305,2,1
1,2,26,2,0,45,75,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1160,2,1
53,1,305,1,0,18,70,-1,1,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1396,1,1
2,1,130,4,0,18,65,-1,1,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1255,2,1
1,2,159,2,0,19,80,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1125,1,1
1,1,240,2,0,18,75,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,984,1,1
1,1,36,2,0,18,65,-1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,5,2,1
1,2,24,4,0,35,80,-1,2,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,755,3,2
16,2,83,2,0,30,80,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3050,2,2
1,1,16,4,0,18,65,-1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,237,2,1
1,2,103,2,0,20,65,-1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2273,2,1
1,1,44,2,0,18,64,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,539,2,1
1,1,158,2,0,30,69,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,20,2,1
3,2,546,6,0,18,64,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,947,6,1
15,1,102,3,0,40,80,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3259,3,1
1,2,202,2,0,30,75,-1,1,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2429,1,1
2,1,80,2,0,18,64,-1,1,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,458,2,1
1,1,29,2,0,40,80,-1,1,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1389,2,1
3,3,62,1,0,18,75,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2983,1,1
1,4,77,2,0,30,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1378,2,1
1,1,12,5,0,30,70,-1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,770,4,1
57,2,125,2,0,18,85,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3556,2,1
1,2,216,2,0,20,79,-1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1064,2,1
1,2,100,2,0,40,70,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1541,2,1
3,2,71,2,0,18,75,-1,1,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1040,2,1
1,1,30,2,0,18,65,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,46,1,1
2,2,90,2,0,18,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,2623,2,1
1,1,28,1,0,18,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1448,1,1
1,2,63,3,0,18,69,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,847,2,1
1,3,4449,2,0,18,75,-1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1590,2,1
3,1,60,3,0,18,65,-1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,916,2,1
2,2,70,3,0,18,55,-1,1,26,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,684,2,1
1,2,66,2,0,30,65,-1,1,15,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1464,2,2
1,1,22,2,0,18,75,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1791,2,2
1,1,37,2,0,18,64,-1,1,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1262,2,1
1,2,18,2,0,18,65,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1555,3,1
1,3,64,4,0,18,55,-1,1,24,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,575,4,1
1,1,60,2,0,8,11,-1,4,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1024,2,1
1,2,41,2,0,18,85,-1,2,10,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1761,2,1
1,2,70,2,0,45,80,-1,1,18,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1146,2,2
18,1,121,3,0,30,75,-1,1,44,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,677,3,1
1,1,36,3,0,18,65,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,152,3,1
1,1,72,2,0,18,65,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1770,2,1
2,1,39,2,0,40,70,-1,1,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1006,2,1
1,1,24,6,0,20,55,-1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,741,4,1
1,1,42,2,0,20,75,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,146,2,1
40,1,239,3,0,18,70,-1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4535,3,1
1,1,41,2,0,18,65,-1,2,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,559,2,1
1,1,32,2,0,40,70,-1,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1029,2,1
1,1,156,5,0,18,64,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1002,1,1
1,1,582,2,0,21,70,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1379,2,1
1,1,36,2,0,18,64,-1,2,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,209,2,1
1,2,15,4,0,40,70,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,981,2,1
1,1,30,2,0,18,65,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,1
1,2,278,6,0,18,64,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,500,1,1
1,2,274,6,0,18,64,-1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1089,1,1
18,2,38,3,0,18,80,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3971,3,1
1,1,51,2,0,18,85,-1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,382,1,1
1,1,13,2,0,45,65,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,980,2,1
1,3,60,3,0,18,50,-1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,571,1,1
1,1,14,2,0,18,64,-1,1,16,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,590,3,1
1,2,60,2,0,18,64,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1341,2,1
1,2,36,2,0,30,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,2,1
1,2,40,2,0,18,90,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1654,1,1
1,2,45,2,0,35,75,-1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,928,2,1
1,2,52,2,0,38,63,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,10,2,1
1,1,52,4,0,18,64,-1,5,12,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1105,4,1
1,3,54,2,0,40,65,-1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,25,2,1
1,3,18,2,0,18,55,-1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,113,2,1
8,1,147,2,0,18,65,-1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1323,1,1
2,1,140,2,0,18,90,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1298,2,1
1,1,9,2,0,40,65,-1,1,8,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,521,2,1
1,1,200,4,0,30,65,-1,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,931,4,1
1,1,344,2,0,18,90,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1512,2,1
1,4,56,2,0,40,75,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1522,2,1
1,2,61,2,0,18,75,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,853,1,1
2,3,121,2,0,30,80,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2,2
1,1,22,2,0,18,55,-1,1,13,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,374,2,1
1,1,511,2,0,21,80,-1,1,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2688,2,1
1,6,96,3,0,18,60,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,374,6,1
6,2,26,2,0,2,6,-1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1937,3,1
1,2,21,2,0,40,70,-1,4,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,17,2,1
1,1,15,2,0,30,80,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,511,2,2
2,1,22,2,0,18,55,-1,1,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1596,2,1
1,2,18,2,0,30,80,-1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,477,1,1
1,4,40,2,0,18,65,-1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,806,2,2
1,2,30,2,0,50,75,-1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,800,2,1
1,1,12,2,0,18,60,-1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,332,2,1
1,1,181,2,0,20,80,-1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1463,1,1
1,1,90,3,0,35,70,-1,6,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,658,2,1
1,2,92,2,0,18,75,-1,1,18,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1422,1,1
1,1,25,2,0,18,45,-1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1982,2,1
1,1,50,2,0,18,64,-1,1,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,115,1,1
1,2,12,2,0,18,80,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,846,2,1
1,2,39,2,0,35,70,-1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,2
1,3,60,2,0,30,75,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
1,1,485,2,0,18,70,-1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,871,3,1
1,1,150,3,0,2,18,-1,1,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4937,1,1
1,3,80,3,0,30,60,-1,2,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1
1,1,41,1,0,18,70,-1,1,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1412,1,1
1,2,80,2,0,30,55,-1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2,1
3,2,40,4,0,18,85,-1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,820,1,1
1,1,12,2,0,12,18,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,406,2,1
1,1,51,1,0,30,70,-1,2,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1226,1,1
1,3,10,2,0,13,18,-1,6,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,994,2,1
1,1,46,2,0,18,55,-1,9,10,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,127,3,1
1,1,547,3,0,18,75,-1,1,11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1104,2,2
1,1,31,2,0,6,60,-1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1424,1,1
